uen,registration_year,primary_ssic_code,postal_code
201841573R,2018,64,159086
201725688D,2017,90,598918
201816708W,2018,70,059294
53405876X,2019,47,648355
53388472A,2018,71,510768
201807191G,2018,59,387605
201802615Z,2018,62,573969
53406460D,2019,73,760308
201707271M,2017,64,628832
53405139A,2019,59,640435
201926057K,2019,64,049422
53362712E,2017,77,760732
201826443H,2018,47,408734
53384463X,2018,47,628635
201827305C,2018,64,238891
201729094K,2017,70,089145
201942296K,2019,46,416175
201934123H,2019,47,358185
201724734N,2017,32,228149
201910698D,2019,28,728653
53397563L,2019,71,612138
201916840Z,2019,71,612138
53405179X,2019,43,208787
53377009B,2018,47,752469
201807842R,2018,72,048619
53377666W,2018,47,573969
53377006L,2018,74,752469
201717120C,2017,46,038987
201927845H,2019,70,048544
201818761K,2018,43,757695
201935984H,2019,68,658065
53379701B,2018,69,048621
201733363E,2017,69,189652
53406846D,2019,62,120346
201701177E,2017,70,168730
201927888M,2019,68,408938
53402911J,2019,56,760273
201924487N,2019,70,437918
201823794W,2018,43,310232
201924292D,2019,70,068914
53388050E,2018,46,349317
53401610C,2019,81,760714
201711671K,2017,85,160107
T18LL0963J,2018,90,680444
201700065Z,2017,69,310185
53376279X,2018,49,417807
201706394H,2017,41,079903
53388752J,2018,58,761318
53364252C,2017,74,449031
201839974W,2018,42,408730
201835922G,2018,43,597593
53376091K,2018,95,640495
201714468N,2017,46,640914
201806650C,2018,70,521105
201731440H,2017,46,600270
201836284Z,2018,47,259955
201710346G,2017,46,270019
201735661Z,2017,96,059108
201822077G,2018,46,787494
53396498M,2019,95,677965
201714488Z,2017,46,821174
53389978L,2018,56,330044
201936063W,2019,46,560114
53376392D,2018,41,821619
53390977E,2018,85,531986
201723704Z,2017,46,050336
201932100W,2019,46,059817
201917365D,2019,62,608526
201939862M,2019,47,640966
201938147D,2019,95,417868
201908049R,2019,46,530446
53357289D,2017,49,524856
53385347L,2018,73,038987
201909623H,2019,46,627681
53389788B,2018,43,530606
201817830Z,2018,69,079903
201802986D,2018,71,533376
53361322A,2017,47,541226
201904943R,2019,52,658077
53386875X,2018,43,550514
201704633M,2017,46,308900
53381289E,2018,47,400006
53397237W,2019,16,489947
201837941N,2018,26,079903
53386351A,2018,85,730509
53405355J,2019,47,643987
201724863R,2017,66,369585
201932897K,2019,43,608608
201920978Z,2019,96,238841
53399598A,2019,46,737856
201910002R,2019,62,068914
201724800G,2017,52,637091
201707383C,2017,46,339407
201833578E,2018,71,730326
201706100C,2017,30,730326
201728784D,2017,56,486121
201728803E,2017,56,486121
201830818D,2018,46,757322
53386668E,2018,70,821603
201812503H,2018,73,079903
201808140H,2018,73,068805
53402472J,2019,25,528844
201840475G,2018,70,199589
53371439K,2017,96,460084
201838768D,2018,70,589657
201907512W,2019,64,757695
201722415D,2017,43,089058
201707943W,2017,46,534963
53363645X,2017,74,560179
53390905L,2018,46,822673
201934182N,2019,70,179098
53362819M,2017,82,681811
201819116K,2018,71,642197
53380029C,2018,85,730867
201934195Z,2019,69,179098
201916323N,2019,46,670605
201916433C,2019,46,608526
53387921C,2018,46,387904
201808934R,2018,72,259708
201820057H,2018,82,079312
53389313E,2018,28,760304
53354937W,2017,49,540232
53380956L,2018,47,560554
201817629R,2018,70,208787
201913879G,2019,47,730842
201727823N,2017,47,348741
201814807H,2018,77,651443
201710226G,2017,62,318995
201918286C,2019,47,793436
201909501G,2019,64,768159
201912025G,2019,96,218939
201734703D,2017,62,737853
201943564K,2019,46,409051
53397149K,2019,47,550151
201833527K,2018,56,079903
201900045C,2019,46,088535
53381746C,2018,46,640522
53400552K,2019,49,470707
53404934J,2019,82,320119
53366992L,2017,46,049835
201733329Z,2017,70,191465
201940697G,2019,62,307640
201925657C,2019,70,408564
201818731M,2018,62,536054
201729016K,2017,46,573971
201833153G,2018,52,609183
53374479B,2017,47,627607
201910647H,2019,46,415875
201732984M,2017,47,737853
53359487A,2017,43,738391
T19LL1064E,2019,46,738956
201901718N,2019,56,059817
53358422A,2017,49,730337
201833786E,2018,70,189554
201921467Z,2019,94,069541
201942470H,2019,70,530446
T17LL0894B,2017,68,360083
201701014C,2017,47,550253
201933912E,2019,62,534818
53403637J,2019,47,050032
201811072W,2018,88,179098
53402041X,2019,43,760787
T17LL1077K,2017,43,752107
201732994E,2017,49,608608
201817396H,2018,62,189352
201937403R,2019,95,417800
201720698N,2017,95,417800
201904604M,2019,70,068914
53365607M,2017,53,750476
201720462C,2017,46,079903
T17LL0938B,2017,85,677723
201939791E,2019,62,049422
201713688M,2017,41,737853
201929335R,2019,62,079903
201934054D,2019,46,139951
201809346Z,2018,64,409015
201900943K,2019,70,038989
201836773H,2018,70,510473
53399881J,2019,47,641650
201931096G,2019,62,534818
201718436Z,2017,71,049712
201925349G,2019,66,338729
201924594H,2019,62,049712
201725522G,2017,82,408866
201818451N,2018,46,238875
201815458C,2018,64,499629
201712706G,2017,82,408866
201831961C,2018,46,199589
201921510N,2019,62,608526
201709291K,2017,46,347719
201715103R,2017,68,159556
201702316D,2017,46,369546
201803158G,2018,72,528559
201935326G,2019,62,408533
201838112G,2018,46,409015
201714796N,2017,46,737854
201700763Z,2017,63,199018
201824190D,2018,64,408590
201716009D,2017,62,150125
201823858E,2018,64,573960
53369847B,2017,10,530232
201729453G,2017,64,048623
201825211D,2018,62,427447
201837299D,2018,64,038987
201810350W,2018,70,298383
53362128C,2017,49,268114
53356143D,2017,49,550137
53356833A,2017,49,520711
53366480B,2017,49,539553
53362938A,2017,47,278738
201721867K,2017,64,068914
53390949W,2018,49,530914
201940188M,2019,49,652296
53378263E,2018,59,287161
201920134H,2019,01,068877
201924807K,2019,74,415875
201921471G,2019,62,415875
53369566W,2017,56,400325
53402232D,2019,47,400304
201731361K,2017,70,138679
201910259E,2019,64,577340
201729842C,2017,46,079903
201841492R,2018,46,079903
201737193Z,2017,46,247978
201728827N,2017,47,189766
201907531M,2019,64,048616
201922686Z,2019,85,038989
201920212R,2019,62,545075
201905954R,2019,62,529892
201931691Z,2019,62,059567
201918802D,2019,62,415875
53384015E,2018,47,199588
53380963X,2018,56,199588
53377465M,2018,81,387298
201729746K,2017,58,530114
T19LL0730G,2019,62,127470
T18LP0122G,2018,64,048619
201934901W,2019,88,048583
201839672M,2018,64,048619
201727601W,2017,47,209007
201815397G,2018,62,787103
201836175D,2018,72,069535
201934573K,2019,64,048621
201803375H,2018,46,536209
201822583H,2018,81,437844
201923480C,2019,46,757087
201928738K,2019,64,238868
201709912C,2017,93,068611
53382457E,2018,46,670129
201928739C,2019,64,238868
201928740R,2019,64,238868
201722313G,2017,47,417800
201735129D,2017,47,059763
T17LL1671B,2017,96,670620
201815819Z,2018,64,079312
201929455R,2019,46,068877
201817649C,2018,68,179433
53370242M,2017,46,370065
201733831W,2017,47,038987
201808272D,2018,62,189352
201837128H,2018,46,051531
T18LL1676J,2018,74,547718
201725280W,2017,70,229401
201908067Z,2019,64,308900
201801969N,2018,71,038988
201914045E,2019,62,180261
201713298G,2017,61,068898
201806007G,2018,63,189721
201820213D,2018,85,369522
201819716W,2018,62,048619
201718740K,2017,74,271023
53358226A,2017,59,610349
201923736G,2019,82,339411
201942379M,2019,82,560342
201901716M,2019,62,608526
201900913M,2019,64,048616
53360470B,2017,63,649485
201817011H,2018,74,608526
201839130G,2018,62,428769
201728353R,2017,46,369585
201834615G,2018,85,069541
201934881E,2019,78,448909
201905974C,2019,47,470741
201942917C,2019,66,049319
201915528C,2019,56,618291
201810327R,2018,56,618291
201920647G,2019,46,608526
201816377W,2018,85,079903
201719308E,2017,86,530809
201927925W,2019,62,189720
201838409N,2018,64,069534
201838419G,2018,62,069534
201913859C,2019,62,188655
201901323N,2019,62,119968
53370196A,2017,56,534721
201805271D,2018,56,048581
201900924R,2019,56,179803
53396901L,2019,49,368229
201841166W,2018,71,439957
201803321C,2018,68,569088
201819569E,2018,64,188778
201713093D,2017,64,189720
201805703H,2018,68,199589
53357679B,2017,56,738068
201711598W,2017,70,348196
201837055Z,2018,86,569088
53402897K,2019,47,518139
201928831H,2019,68,569088
201838338G,2018,64,098632
201902772C,2019,28,069542
201934521E,2019,43,208979
201703334D,2017,71,179803
201922405W,2019,62,039190
201903740W,2019,52,628574
201736643M,2017,64,569088
201921323K,2019,63,415875
201802450G,2018,62,189721
201933374R,2019,72,409051
201902853C,2019,56,347805
201708292E,2017,86,069410
201928714C,2019,85,069410
201839239Z,2018,93,069410
201911573E,2019,85,069410
201916104K,2019,47,069410
201733815R,2017,86,069410
201837451N,2018,85,069410
201842606K,2018,70,069410
201842604H,2018,93,069410
201939947R,2019,85,069410
201928108E,2019,47,049422
T18LL1924J,2018,47,238863
201927283K,2019,46,807726
201937934W,2019,62,050531
201908398M,2019,73,188720
201942711G,2019,46,050336
201922742Z,2019,47,573960
201907067D,2019,46,609965
53373070L,2017,49,643697
201712667Z,2017,47,573960
201701226E,2017,56,218557
201805522N,2018,62,189352
201732960D,2017,62,189352
201802465N,2018,62,139950
201804020D,2018,49,169075
201819143R,2018,49,534963
201840888K,2018,46,189721
201726660G,2017,56,339351
53397240W,2019,56,489266
201821470M,2018,70,640710
201733393D,2017,46,530419
201715890Z,2017,72,520352
201901925D,2019,46,199018
201802815H,2018,49,199018
201727036D,2017,64,038988
201727032Z,2017,64,049825
201733994C,2017,70,188778
201825539Z,2018,08,048692
53363662X,2017,49,644197
201725454M,2017,35,539257
53366235D,2017,28,627608
201713134M,2017,70,079903
201701447K,2017,64,730414
201833921D,2018,62,038987
201928766G,2019,46,659526
53401475E,2019,70,518210
53394816M,2019,70,799036
201839818K,2018,64,409051
201731932K,2017,26,737854
201903524G,2019,64,738733
53370552E,2017,43,737856
201925500G,2019,64,486030
53392783L,2019,62,542289
201918953M,2019,85,737854
201903995E,2019,72,734691
201829591N,2018,70,189352
53387979E,2018,42,417839
201832006E,2018,62,079903
201703522W,2017,58,048619
T19LL1724K,2019,70,530678
201911558N,2019,62,088443
201908956G,2019,62,199591
201801276M,2018,70,049704
53402520W,2019,74,730850
53381806X,2018,46,822636
201802588G,2018,62,408868
201924557K,2019,42,359928
201702706H,2017,70,079903
53359207X,2017,49,510415
201827374Z,2018,70,330034
53353489E,2017,49,510161
201914327E,2019,42,760287
201900474G,2019,64,460210
201724031Z,2017,46,068805
201903585N,2019,46,049712
201930375W,2019,46,199001
53363806B,2017,49,640852
53368609A,2017,47,521151
53384208E,2018,46,737879
53404094B,2019,85,160062
201712926C,2017,56,276692
201911839D,2019,56,331059
201833456D,2018,82,729908
53356942K,2017,47,408733
201935537Z,2019,70,387385
201714965N,2017,70,079903
201829748R,2018,46,079903
201927840N,2019,70,189352
53396820L,2019,95,600061
201920667M,2019,46,409015
201900441R,2019,47,649929
53400012J,2019,74,530675
201913787D,2019,46,751466
201936642H,2019,93,058727
53386426K,2018,47,573969
201726575Z,2017,47,051531
53368910D,2017,46,387429
53376737K,2018,46,426966
201827197H,2018,64,228208
201809130M,2018,62,320002
201915375D,2019,47,259947
201704710H,2017,28,627935
201803318E,2018,62,415875
201905563Z,2019,71,049422
201934604G,2019,46,534818
201838756H,2018,62,389758
T19LL0566E,2019,62,600283
201842038D,2018,64,068811
201815492G,2018,14,349481
201825149N,2018,62,409051
201912427G,2019,62,608526
53385643D,2018,70,760716
201942997D,2019,85,169206
201724725M,2017,62,099253
201932654W,2019,47,569639
201825494G,2018,62,409051
201831027E,2018,96,169206
201928591C,2019,46,544688
201813364D,2018,46,079903
201725184G,2017,46,408830
201712453N,2017,70,238868
201833925G,2018,46,369977
T19LL0068J,2019,46,598977
53386246M,2018,47,670651
53362357W,2017,81,349315
201838649N,2018,85,069542
53362666L,2017,41,542207
201811568D,2018,46,339944
53377843C,2018,95,627564
201910243G,2019,78,369650
201810148D,2018,70,159308
201832040K,2018,64,059817
201722003K,2017,64,048544
201726391M,2017,56,822621
53389687L,2018,46,400021
201942475D,2019,64,409051
53357931K,2017,96,349315
T19LL1708F,2019,85,418941
201819237C,2018,62,049319
53368482W,2017,01,600021
53380567L,2018,70,821305
201735263D,2017,52,627607
201711035R,2017,64,048619
201934285C,2019,41,637433
53356717C,2017,46,637966
201820709H,2018,46,542272
201928015K,2019,46,059567
T17LL2029A,2017,70,330007
201710923R,2017,46,058460
201713635R,2017,64,049910
201716450G,2017,46,560109
201822663W,2018,43,573969
201927705D,2019,70,439944
201903319Z,2019,62,339407
201836430C,2018,49,339407
201935384C,2019,46,409051
53380799M,2018,93,160108
201725443H,2017,50,248922
53376983C,2018,81,822662
201727445D,2017,82,068898
201736013G,2017,70,381005
201715546W,2017,82,528559
201818754K,2018,46,555856
201934186W,2019,78,048623
201815510W,2018,10,159957
201911919M,2019,32,068914
201925230C,2019,52,408564
53407276C,2019,70,079903
201814889M,2018,41,408652
201931244K,2019,50,637091
201924899G,2019,50,637091
201736250N,2017,50,637091
201924892K,2019,64,637091
201736246G,2017,50,637091
201729079Z,2017,82,689684
201928545C,2019,62,409051
201840357H,2018,62,533941
201939775D,2019,46,608526
201727117D,2017,27,589645
201838505E,2018,64,409051
201706985N,2017,62,289314
53396771J,2019,74,681485
53381492L,2018,85,753129
201734457G,2017,70,556112
201733755M,2017,47,737854
201730052H,2017,46,409051
53398050W,2019,43,750306
53386129B,2018,85,458169
53377292C,2018,50,018961
201913998R,2019,46,079027
201825594C,2018,70,669628
201912413K,2019,72,408564
201725518Z,2017,63,199588
201814049E,2018,62,189352
53404757B,2019,93,510742
201926897W,2019,64,415875
201920064M,2019,62,409051
201810832G,2018,38,637085
201914031H,2019,70,160020
201918276H,2019,85,209007
201910959G,2019,64,438793
53360649K,2017,62,768077
201724730K,2017,72,398007
201916937W,2019,72,737854
201913251G,2019,62,200803
53406714W,2019,73,038987
201903710Z,2019,59,555430
201927865N,2019,62,821271
201802749R,2018,46,573969
201942912G,2019,62,229337
201734146Z,2017,62,338729
53385742B,2018,46,824126
53358677A,2017,62,764424
201914882Z,2019,71,079903
201913667D,2019,62,079903
201928684R,2019,46,049705
201925564G,2019,62,307684
201904438E,2019,63,068914
201716607H,2017,79,679524
53390406D,2018,46,760619
201826958H,2018,62,138522
T17LL2148F,2017,56,530467
201718818N,2017,62,308899
201831165H,2018,62,049319
201937059G,2019,64,409051
201725699G,2017,46,199018
201902169W,2019,46,179094
201803129Z,2018,30,415874
201700595K,2017,46,049319
201902715W,2019,46,038987
201733060H,2017,64,049712
201724848E,2017,10,738322
53405852C,2019,82,248732
T17LL1571L,2017,56,274018
201828942D,2018,56,079903
201814227G,2018,56,828791
53387968W,2018,47,540109
53379163D,2018,47,370037
201943464R,2019,96,529869
53362789C,2017,46,530244
201801160Z,2018,52,079118
201823619R,2018,70,308900
201737078N,2017,46,609966
201734614M,2017,46,188613
201929507H,2019,59,547852
201831591C,2018,82,188727
53357408X,2017,70,424213
201927398M,2019,62,320002
201942906W,2019,43,627615
53393743D,2019,43,733694
201730154E,2017,46,048545
201821941W,2018,62,180261
201708511R,2017,56,277674
201926846D,2019,70,079903
201940398N,2019,70,079027
201932546M,2019,62,117439
201731815D,2017,56,470604
53403088B,2019,56,120344
201924445C,2019,46,179094
201732444H,2017,64,099254
201828987H,2018,68,059817
53356974E,2017,31,737743
201928943W,2019,46,308900
201806853D,2018,46,079912
201908044C,2019,73,169204
53392952X,2019,47,239639
53353917W,2017,49,409838
201815211E,2018,49,409838
201906711Z,2019,41,409838
201914124D,2019,46,730512
201814607Z,2018,53,609966
201825440Z,2018,46,629173
201734579H,2017,64,049712
201835522H,2018,79,757437
53372626C,2017,56,310091
201808340W,2018,71,059817
53377021A,2018,77,569880
201919972D,2019,46,068602
201825460E,2018,70,188613
201923195E,2019,47,069532
T17LL1794B,2017,74,596946
201722235Z,2017,93,448907
201933547Z,2019,74,644658
201901447W,2019,47,247929
201835339H,2018,62,051531
53378920J,2018,66,649812
201821379R,2018,47,520360
201936256G,2019,58,409051
201915239C,2019,70,189652
53368938D,2017,70,469594
201714497C,2017,73,179098
53378488C,2018,47,536987
201921046E,2019,82,038987
201718315H,2017,70,529900
53393185A,2019,91,426121
201939010K,2019,66,068906
201928845E,2019,66,436593
53367183C,2017,88,460164
201707384M,2017,64,787103
201705669M,2017,70,179094
201924038D,2019,35,408533
53388922K,2018,96,820132
201821554E,2018,73,161048
201828592H,2018,70,059294
53374775M,2017,49,600025
53358323C,2017,47,460017
53390529W,2018,96,510258
53378510C,2018,47,650323
T18LL1405G,2018,47,460211
53360654C,2017,49,550226
201811119M,2018,10,051531
53369012M,2017,56,320034
53386629D,2018,56,600063
201924502M,2019,56,640815
201813709Z,2018,42,823272
201923417H,2019,64,188979
201729142Z,2017,95,529947
201906281R,2019,56,828761
53394604B,2019,47,670112
53392238X,2019,47,680253
53407009D,2019,77,821120
53397637E,2019,49,560512
53404752A,2019,49,520492
53370000X,2017,47,541117
53361698X,2017,49,520740
53400050M,2019,86,090109
53377730E,2018,49,750482
53394154K,2019,56,228208
53369559K,2017,56,570194
53404738J,2019,96,289902
201702263Z,2017,47,596152
53400505E,2019,81,821222
201911542R,2019,82,038987
201921085E,2019,47,179094
201827461H,2018,56,059413
53405286W,2019,82,828736
201808829D,2018,73,159961
201726271M,2017,70,437436
53365015A,2017,62,424205
201908018G,2019,82,769137
T17LL1731F,2017,70,538095
201802602N,2018,70,538095
201826303D,2018,74,534626
201724326E,2017,41,179098
T18LL1377K,2018,47,763335
53371338B,2017,47,680508
53383020J,2018,47,544627
201806349D,2018,70,238977
T19LL0997B,2019,70,510722
201716032E,2017,10,330028
53363834L,2017,82,357741
201812876N,2018,95,218433
53401496L,2019,46,520222
201942005R,2019,43,640852
201900956R,2019,46,058358
53361902E,2017,70,048545
201937209M,2019,56,368125
53390080L,2018,46,822619
201805299R,2018,88,079903
201941798H,2019,88,573910
53374187D,2017,70,212672
201717325E,2017,62,069538
201721491E,2017,64,359965
201723935W,2017,46,049908
201834746K,2018,46,059817
201837665Z,2018,70,228372
201729836M,2017,70,050531
201919539K,2019,52,627606
53359340M,2017,43,809460
53376747D,2018,70,598743
201906279K,2019,63,038989
201937878W,2019,66,534818
201731689G,2017,46,079903
201821418D,2018,62,048581
53360531L,2017,82,570182
201911320Z,2019,50,058328
201735595G,2017,46,189721
53370132E,2017,52,610064
201911233K,2019,62,408732
201943243K,2019,66,369977
201718465G,2017,78,409958
201728742K,2017,09,018961
201735954D,2017,52,038988
201828957K,2018,62,038989
201723976Z,2017,62,207225
201701284Z,2017,64,068811
201939476K,2019,64,179094
201927494D,2019,64,068914
201828599E,2018,46,048580
53381376W,2018,52,819834
53357933C,2017,62,550335
53371273D,2017,47,543122
201933613M,2019,47,418353
201921433W,2019,46,069113
201941220Z,2019,64,048544
201718109K,2017,41,608526
53401649M,2019,85,550506
53402583L,2019,46,732005
201917441H,2019,46,068805
201913631Z,2019,41,737854
53362279D,2017,62,682787
53386766E,2018,43,761507
201830490Z,2018,46,357741
53398920E,2019,74,778893
201920872Z,2019,46,408733
201727107K,2017,70,757022
201941149H,2019,66,089755
201729632Z,2017,46,536202
201706462D,2017,70,409051
201722263R,2017,46,068896
201839346N,2018,64,068896
201818923K,2018,25,659554
201937612G,2019,70,068637
201705255W,2017,49,768159
201714405E,2017,86,640216
53361788W,2017,47,786456
201812299E,2018,55,754121
201720630K,2017,56,760766
201940157D,2019,70,088535
201938747K,2019,46,038987
201918491H,2019,30,627615
201914950N,2019,46,408830
201828451M,2018,49,822126
201725033W,2017,46,569880
201725072W,2017,74,768096
201839247K,2018,78,627606
201910142C,2019,58,754504
201918954D,2019,47,320047
201816894D,2018,70,048545
53401839D,2019,47,460539
201914911N,2019,66,048581
201839908M,2018,46,160148
201716200N,2017,46,349323
201935973E,2019,47,049317
201930427K,2019,62,049422
201926414E,2019,41,228149
201737280H,2017,46,408868
201807716G,2018,73,088702
201918474R,2019,66,536209
201807809C,2018,62,189721
53395405C,2019,70,338521
201836201E,2018,46,529946
201932714C,2019,62,189675
201932000D,2019,49,628464
T18LL0565D,2018,56,299398
53394711A,2019,47,369977
201915305N,2019,64,068914
201822145C,2018,46,199591
201818649W,2018,64,415926
201827477G,2018,56,059108
201806511G,2018,62,338729
201902040Z,2019,46,415875
201888988H,2018,10,048621
201718375E,2017,70,188108
201830866E,2018,70,079903
201919273M,2019,64,758095
201914684M,2019,66,048980
201736262H,2017,49,573960
53365240E,2017,49,380039
201936341N,2019,81,608531
201812624Z,2018,31,757440
201829393G,2018,50,089763
201920196G,2019,47,079903
201806495W,2018,62,049712
53384366M,2018,18,659529
201905066Z,2019,46,189721
201712219Z,2017,46,608526
201737055R,2017,46,079903
201829391E,2018,50,089763
201840596W,2018,46,059817
201930029N,2019,70,408560
201932151M,2019,62,415875
201915414K,2019,46,079903
201922170H,2019,64,659526
201818325E,2018,62,409051
201909255K,2019,64,318993
201727809N,2017,49,659804
53406691K,2019,46,520283
201729550H,2017,46,730543
201942116N,2019,46,730763
201814003H,2018,82,417800
201836636R,2018,70,049712
201734116C,2017,62,069533
201821776C,2018,56,408868
53360044L,2017,49,598725
201939390R,2019,46,068914
201800477R,2018,46,079903
201810620D,2018,85,079027
201716731R,2017,85,149597
201824892G,2018,46,039594
201928156G,2019,46,415978
53366635W,2017,01,048545
201726450E,2017,46,268116
201833356H,2018,62,415875
201821049N,2018,62,068914
201908969M,2019,63,408868
201827059E,2018,69,058357
201816972K,2018,46,239353
201721823R,2017,56,519497
T19LL1460G,2019,85,610121
201840430C,2018,30,757048
201923696H,2019,41,569557
53382350A,2018,93,520360
201715823D,2017,47,189720
201808726R,2018,46,683815
53364381C,2017,42,600060
201713116H,2017,80,408564
201826561G,2018,46,417841
201812430Z,2018,62,049712
201921350R,2019,62,239639
201926369H,2019,69,737919
201722471R,2017,62,568991
201707666M,2017,46,188979
201929532M,2019,41,534045
201736551H,2017,46,049712
201825928N,2018,85,570217
53397566B,2019,85,189720
201801884K,2018,47,018960
201909611N,2019,63,525230
201926822N,2019,72,408564
201816115K,2018,46,308900
201934719H,2019,46,518184
201836325H,2018,86,460214
201929835H,2019,86,600135
201833256N,2018,85,458493
201937589W,2019,62,608526
201826696N,2018,52,150126
201907932C,2019,47,534818
201943052D,2019,46,409051
201928814R,2019,64,048580
201910385N,2019,31,207737
53407525L,2019,79,730680
201710137R,2017,73,079027
201905569E,2019,64,059567
201715812Z,2017,52,189721
201915640N,2019,46,408564
201901978Z,2019,46,068877
201933695R,2019,47,409051
201806990R,2018,70,159018
201828550R,2018,46,048693
201829241G,2018,46,059819
201808131G,2018,62,068805
201735465N,2017,46,659554
201828618G,2018,86,530356
201720476W,2017,28,728653
201806949K,2018,63,049483
T17LL2256K,2017,46,753121
201921929D,2019,46,038988
201921078E,2019,78,051531
201910886W,2019,43,408564
201835386Z,2018,46,048623
201929752G,2019,46,179934
201842505E,2018,64,589627
53406753X,2019,96,570407
201713276Z,2017,74,610346
201801022R,2018,77,508775
201916001D,2019,46,188307
201836931E,2018,46,069538
201906989E,2019,41,188061
201908254D,2019,66,415875
201806190Z,2018,62,608526
201705968E,2017,23,628629
201732659E,2017,64,248373
201943484C,2019,70,608526
201703323Z,2017,70,238875
201815490E,2018,46,189721
201843059R,2018,46,608526
201935780R,2019,70,098584
201926609R,2019,62,608526
201832383W,2018,46,189721
201726592M,2017,46,038988
201901093Z,2019,47,348741
201936313W,2019,46,608526
201734372D,2017,52,099254
201924351R,2019,46,608526
201929839M,2019,46,737853
201842511N,2018,46,608526
201935466M,2019,62,189352
53396250A,2019,96,530702
201820227Z,2018,46,320002
201730933E,2017,46,180231
201840022M,2018,62,069534
201920526R,2019,64,048616
201906462K,2019,46,608526
201835756Z,2018,64,068914
201838411Z,2018,64,238871
201914776R,2019,46,179098
201700495R,2017,50,608526
201723919R,2017,74,238858
201930202C,2019,46,608526
201941165K,2019,46,238875
201731109M,2017,46,048581
201910978C,2019,47,408704
201907005E,2019,20,169874
53374405M,2017,49,100045
201811642G,2018,46,068805
201912581M,2019,46,266166
201731050D,2017,66,608526
201913034E,2019,56,018935
201825457H,2018,46,608526
201724676M,2017,64,049712
201920547M,2019,62,608526
201837113C,2018,64,079903
201921946R,2019,46,179805
201942502R,2019,46,608526
201718630D,2017,82,199591
201805387R,2018,46,189721
T17LL1076C,2017,70,310045
201834449Z,2018,62,409051
201726784K,2017,52,139951
201911166G,2019,50,409051
201812209K,2018,62,189721
201942561C,2019,71,018960
53397690A,2019,62,544685
53374530J,2017,85,738082
201708944E,2017,46,048580
201835644K,2018,18,738322
201935728G,2019,09,209721
201937481R,2019,70,188979
53378930C,2018,46,730503
53368181B,2017,78,588177
201901333G,2019,58,650266
201828113Z,2018,70,038987
53373081C,2017,90,320082
201732618D,2017,77,627615
201903672D,2019,46,059819
201732628R,2017,47,627615
201732591N,2017,73,627615
53397881E,2019,47,678274
53384821X,2018,85,080013
201842544E,2018,70,051531
53405258D,2019,74,310261
201710109Z,2017,63,408868
201838238M,2018,46,760321
201926860D,2019,47,228149
53391201J,2018,56,677899
53382589W,2018,47,518197
201932232M,2019,62,058708
201841558E,2018,77,737856
53381550M,2018,56,207542
53382030L,2018,14,068906
201910519W,2019,46,179098
201903878W,2019,95,573970
201733066N,2017,56,730516
53377655D,2018,46,139658
201834467D,2018,46,308900
53406079W,2019,47,588177
201913699D,2019,46,051531
53382644J,2018,81,760790
53394510X,2019,74,644272
201812584C,2018,46,159836
201732575M,2017,32,627615
201930249H,2019,70,117867
53360558W,2017,46,609434
201907994Z,2019,85,069534
201722958Z,2017,41,328007
53380999A,2018,70,311139
201714145M,2017,70,049908
201706029K,2017,56,528784
201712288W,2017,46,627606
201830059H,2018,52,408533
201826670D,2018,46,608609
53389234A,2018,47,128381
201702503G,2017,64,159836
201935023K,2019,46,179805
201804488E,2018,49,408868
201731409R,2017,46,608526
53383845B,2018,43,310123
201842265W,2018,59,079903
201933618G,2019,74,737856
201721025C,2017,68,758108
53377781W,2018,64,139658
53380406W,2018,46,098143
201809331M,2018,46,189721
201702568W,2017,47,329848
201839190D,2018,56,209000
201733901N,2017,32,209007
201734201H,2017,30,409790
201826254D,2018,46,338729
201936003C,2019,46,048621
53386046J,2018,85,478930
201916468N,2019,46,228149
201909776Z,2019,46,079903
201939007N,2019,46,079903
53405735K,2019,32,821669
53405195B,2019,46,542298
201939853K,2019,46,608526
201715848D,2017,68,779088
53391398E,2018,43,642216
201809330C,2018,46,189721
53384260C,2018,96,560720
201714566G,2017,52,089053
201702767R,2017,50,119936
201938131E,2019,61,169874
53394952A,2019,96,460116
201733342H,2017,46,188425
53406887A,2019,46,339172
201703489R,2017,82,150162
53385126B,2018,85,140145
201702934N,2017,70,528804
53382551B,2018,71,569880
201709259G,2017,43,569880
53371376E,2017,74,680413
T19LL1201B,2019,46,409572
53371499X,2017,43,730108
T19LL1216J,2019,85,737936
53362578E,2017,47,643183
201931064G,2019,73,545510
201811243Z,2018,66,408538
53404005E,2019,46,640464
201817978M,2018,46,169075
201719205W,2017,86,127363
201931114W,2019,86,609916
201928131G,2019,46,338729
201941279C,2019,46,573969
201732308G,2017,70,059817
201828329G,2018,62,199001
201714030K,2017,62,276957
201822332E,2018,43,079903
201930050N,2019,46,267952
201819490K,2018,62,048616
201824509E,2018,46,189721
201805206H,2018,82,628839
201817749R,2018,64,229491
53406382M,2019,46,188979
201811794G,2018,25,438794
T19LL1521G,2019,31,576625
201932031M,2019,46,048624
T17LL0945H,2017,70,573969
201923374W,2019,64,079903
201932338M,2019,70,189650
201724100E,2017,74,048580
201939779G,2019,62,560637
201819593W,2018,70,369585
201927533K,2019,46,419718
201732244Z,2017,78,588179
201715877K,2017,30,627564
53380653D,2018,46,387477
201901795D,2019,47,059817
201933455R,2019,71,415875
201928670Z,2019,77,408724
201842813Z,2018,66,048581
53376422W,2018,46,600103
