uen,registration_year,primary_ssic_code,postal_code
201932242E,2019,47,048545
201928881M,2019,70,339407
201807835R,2018,70,069533
201725366M,2017,56,519497
201840018E,2018,62,189721
201812422H,2018,46,437078
201731210C,2017,50,608526
201809105H,2018,72,608526
201905091D,2019,71,159836
201817425D,2018,42,279552
201717708K,2017,41,208511
201802179G,2018,69,328003
201730686W,2017,47,768159
201923350H,2019,22,408538
53387737K,2018,43,560257
201705448G,2017,46,798635
201933094W,2019,70,207278
201713043Z,2017,59,248922
201812713K,2018,79,247924
53376770M,2018,52,079903
201827241N,2018,46,218309
201814882R,2018,46,058460
53391680A,2018,46,489979
201839922M,2018,46,069533
201809210C,2018,82,268802
53406830L,2019,77,498928
201929209G,2019,85,730858
201833980H,2018,41,408732
201802209M,2018,82,059567
201732177R,2017,64,179098
201933634H,2019,85,188946
201710836G,2017,56,760848
201809134R,2018,74,089846
53404977W,2019,47,540350
201728516G,2017,46,268802
201900276Z,2019,64,608599
201826468H,2018,43,339172
201832359E,2018,46,228208
201826994R,2018,62,189721
201801248R,2018,64,049712
201942202M,2019,46,238863
201714225C,2017,74,520412
53383774W,2018,74,573969
201725846Z,2017,41,539383
T17LL1886B,2017,96,683490
201710268Z,2017,70,248922
201840312D,2018,85,108943
201931461M,2019,30,659578
53357518D,2017,26,569880
201822635C,2018,56,368125
201931866E,2019,71,409015
201721571N,2017,28,367998
201713440E,2017,10,188216
201708501D,2017,46,069533
201918187W,2019,46,139951
201711472M,2017,51,469984
201902096H,2019,28,821668
201806408R,2018,64,068809
53399650C,2019,74,079903
201903095N,2019,03,425261
201938319R,2019,64,069113
201809157N,2018,68,417819
53401490M,2019,47,671550
201716125Z,2017,64,048942
201906387R,2019,47,460211
201841829C,2018,46,638647
201838461D,2018,64,638647
201716429G,2017,50,038989
53405062W,2019,09,650410
201827154E,2018,52,757440
201719125H,2017,46,068602
201842357C,2018,09,537036
201722507G,2017,35,079903
201916768W,2019,66,048624
201924278D,2019,64,048624
201924295R,2019,64,048624
201930725M,2019,42,608608
201916256K,2019,55,238882
201903040R,2019,56,369648
201714147N,2017,70,228149
53368815M,2017,85,489403
201832219Z,2018,71,179433
201816202Z,2018,64,638647
201919394D,2019,64,408604
201920571E,2019,62,179094
201939633R,2019,68,079027
201833630C,2018,50,768159
201721919D,2017,77,068602
201820738R,2018,46,189721
53374684A,2017,49,349314
201826152G,2018,46,079716
201917690K,2019,70,079333
201911087H,2019,52,119866
201922503K,2019,47,308900
201904061H,2019,28,729938
201916611D,2019,42,050336
201730265D,2017,64,757022
201836536C,2018,46,415875
201733998E,2017,64,188655
201940414D,2019,46,534891
53399413J,2019,90,530712
201825824R,2018,70,689677
201908382N,2019,46,079903
201734018H,2017,64,658064
201712534N,2017,64,179098
201932217C,2019,71,189720
201814671D,2018,52,068913
201837949C,2018,50,048545
201927104E,2019,46,415978
201908588H,2019,09,079903
201937031N,2019,46,089854
201841841Z,2018,46,059818
201800675D,2018,85,188946
201814443W,2018,46,079903
201721137K,2017,42,179094
T18LL1290B,2018,43,160036
201925552M,2019,46,049712
201804848M,2018,64,248922
201937237H,2019,64,048616
201823346W,2018,50,179433
201737065H,2017,46,179433
201708172E,2017,46,079903
53363141J,2017,22,415935
201723748N,2017,70,079903
201904752H,2019,24,369648
53369334M,2017,81,389233
201935408W,2019,56,152095
201719075W,2017,96,575625
53385623W,2018,46,671550
201922701W,2019,74,188778
201910256M,2019,71,428438
201909187R,2019,11,247771
201931875G,2019,46,408868
201831401M,2018,64,465559
201712500M,2017,82,189969
201837654R,2018,64,638647
201832456G,2018,56,600374
201815014H,2018,46,168976
201706936C,2017,71,760118
201729521C,2017,95,408934
201810141G,2018,47,408933
201901897Z,2019,49,627615
201925782Z,2019,56,320002
201814657D,2018,70,088528
201927261D,2019,52,618292
201936845K,2019,52,618292
201912393W,2019,46,467081
201735226E,2017,46,049513
53400547X,2019,85,268846
201712276D,2017,70,048623
53387693A,2018,46,380119
53395481M,2019,41,460181
201733138M,2017,46,428766
201936219H,2019,46,049319
201720218N,2017,43,329917
201813501D,2018,41,159096
201906736Z,2019,47,218064
201726514M,2017,70,757440
201731206N,2017,82,128384
201723060K,2017,77,608526
53396492W,2019,52,819827
53394781B,2019,47,823211
201926774E,2019,52,129960
53372074E,2017,46,680660
201922672D,2019,68,307591
201714116E,2017,68,307591
201808885R,2018,68,307591
201818498C,2018,68,307591
201809449G,2018,64,307591
201728155H,2017,68,307591
201800221W,2018,64,369977
201705439E,2017,46,059818
201941951K,2019,73,199589
201928246H,2019,46,609969
201735142M,2017,68,417030
201941091K,2019,52,608526
201808271M,2018,62,189352
201737165D,2017,96,190006
201709546E,2017,70,079027
201940125D,2019,46,608526
53366849B,2017,22,627605
53386168C,2018,47,544216
201927931G,2019,46,640817
201819549Z,2018,70,658065
201703181E,2017,46,530019
53367174D,2017,49,510143
201900206K,2019,46,079903
201928601C,2019,46,079903
201823478M,2018,62,189352
53402652D,2019,78,641967
201903332H,2019,47,159471
201837801H,2018,46,529595
53378623A,2018,74,149053
201937570G,2019,72,608526
201720383D,2017,82,537643
T17LL1484B,2017,69,079716
201908911C,2019,46,737856
201840137N,2018,88,751593
201924748W,2019,41,628459
201715250C,2017,70,079716
201711929W,2017,62,139952
201810623R,2018,46,768091
201901932D,2019,41,207668
201925644R,2019,46,128384
201728395H,2017,85,797499
201835738R,2018,46,310152
201700707G,2017,64,018965
201930762K,2019,20,658077
201930391Z,2019,64,228773
201906918E,2019,47,420002
201906698D,2019,41,420002
201934711C,2019,62,080019
201913906Z,2019,64,738733
53368562A,2017,43,731896
201914380E,2019,10,670437
201913230K,2019,46,568047
201803351Z,2018,46,408564
201700950D,2017,46,408868
201722976D,2017,63,427447
201909004G,2019,71,573969
201900280G,2019,62,576151
201903578N,2019,64,049909
201921736N,2019,62,049712
201939161Z,2019,46,608526
201822374W,2018,59,169876
201729504H,2017,46,619862
53385167W,2018,70,526856
201925713C,2019,50,198785
201732398C,2017,64,079903
201732200E,2017,64,179098
53388820D,2018,62,573969
201921086R,2019,70,049422
201839928W,2018,46,408538
201835236C,2018,62,409051
201933195D,2019,32,737855
201911429M,2019,78,059108
201825435C,2018,82,079903
201810385K,2018,72,189721
201811592R,2018,64,048583
201722198N,2017,70,680026
201807153W,2018,46,048619
201809092R,2018,68,199588
201725385G,2017,46,049317
201728523G,2017,46,079027
201705717C,2017,46,308900
201936365D,2019,64,409051
201721534R,2017,46,757322
201817762E,2018,46,461029
201900395H,2019,27,049422
201906469G,2019,86,208787
53395689K,2019,22,739230
201821520D,2018,46,189721
201940754W,2019,71,534818
201714387N,2017,71,408830
201705330M,2017,66,068906
201820313W,2018,71,409051
201835115K,2018,46,069113
53395335M,2019,56,567761
53395856C,2019,41,520130
201732309W,2017,81,608526
201928616H,2019,46,079903
201935539C,2019,46,079903
53403506W,2019,49,540123
201825345Z,2018,62,079027
201903513D,2019,46,079903
201726086K,2017,62,409015
201828007R,2018,46,069533
201928585M,2019,64,049319
201804651Z,2018,46,179098
201908210H,2019,14,079903
53365912D,2017,47,573960
201815756D,2018,56,049712
201722659G,2017,46,069533
53372774W,2017,62,100061
201731166R,2017,52,068602
201811124K,2018,64,389838
201902254E,2019,62,369546
T18LP0042D,2018,46,038987
201817377N,2018,46,179098
201840075H,2018,46,059413
53371562L,2017,81,640555
201712861D,2017,71,049908
201905559M,2019,46,168976
201729345C,2017,25,159836
201928990H,2019,46,118254
201912434G,2019,64,799336
201915675G,2019,70,079904
201934681R,2019,49,738081
201831475E,2018,70,049513
53370597E,2017,46,417842
201736892N,2017,64,048544
201934843R,2019,70,169907
201835891K,2018,58,757516
53376653B,2018,85,207564
201812510H,2018,46,247978
201832195D,2018,62,189721
201910582K,2019,85,140055
201902862D,2019,65,051531
53381836B,2018,86,650440
201716159C,2017,43,757088
53369457D,2017,71,408860
53384936E,2018,96,486132
201913785C,2019,46,387384
201914854D,2019,49,575721
53375151M,2017,52,510608
T18LL1102B,2018,82,149544
201935775W,2019,66,339342
53360182K,2017,81,417845
53390591E,2018,70,079903
201833027W,2018,25,409497
201714279H,2017,62,138522
201833221C,2018,46,699014
T18LL0973C,2018,96,140086
201937882E,2019,46,347805
201931133M,2019,62,088443
201924275K,2019,46,049422
201940514W,2019,52,228773
201920674M,2019,46,208787
201715551R,2017,42,309329
53395775C,2019,70,542185
201809345H,2018,79,409051
53368974X,2017,46,079009
201725593G,2017,96,350148
201700967M,2017,46,768159
201816488R,2018,62,049513
53356481J,2017,74,640208
201818111Z,2018,62,018983
53363023A,2017,74,140019
201932154E,2019,62,189721
53402688E,2019,70,457998
T19LL1262F,2019,14,670451
201929061G,2019,62,049422
53402525X,2019,51,510142
201910351M,2019,74,408703
53376501C,2018,70,179098
201921242K,2019,62,608526
201927935K,2019,70,199588
201939989H,2019,74,068898
201937464D,2019,64,409836
201823840E,2018,46,670502
53362496K,2017,47,164119
201717410M,2017,70,068913
201728682G,2017,73,049422
201735947D,2017,64,409051
T19LL1566G,2019,47,207229
201838711D,2018,46,079903
201831587N,2018,62,228208
201718519C,2017,46,179094
201937641N,2019,47,169378
201836428R,2018,74,798484
53390303C,2018,74,440027
201916788D,2019,70,267955
201716442R,2017,46,209072
201939731H,2019,46,049422
201941712C,2019,70,573969
201841531D,2018,58,788362
201933683C,2019,62,486132
53383893B,2018,47,589631
201808834C,2018,47,577724
201806071K,2018,63,068914
201801624E,2018,94,068807
201724335G,2017,46,618291
53394397C,2019,59,370054
201939875W,2019,62,530626
53404764E,2019,70,308162
201837044R,2018,62,648925
201736444N,2017,58,069535
201839264D,2018,46,409051
201717535G,2017,90,128147
201715186K,2017,62,069923
201841561C,2018,62,059911
201800186N,2018,74,208351
201901583Z,2019,70,229630
201913494Z,2019,62,051531
201713879Z,2017,47,609966
201732990C,2017,70,573969
201729535W,2017,50,069532
201815610M,2018,62,059911
201722637Z,2017,70,640629
201931950C,2019,73,117439
201841156E,2018,64,768090
201922116W,2019,70,499643
53355301J,2017,74,079903
201912665E,2019,74,088873
201931439C,2019,08,199589
201800904G,2018,32,348574
53406948K,2019,56,368176
201722444K,2017,47,757360
53378943E,2018,85,602287
201727095H,2017,96,408731
201929006E,2019,47,600261
201730688Z,2017,70,059911
201910912Z,2019,46,179098
201942237E,2019,62,570165
201917132D,2019,64,068912
201811334M,2018,64,038987
201811312E,2018,64,038987
201814144E,2018,62,079903
201704409K,2017,96,088528
201838289G,2018,64,307591
201821407Z,2018,70,307591
201705187D,2017,64,307591
201933274C,2019,47,059817
201802731R,2018,64,079903
201802505M,2018,64,079903
53389299J,2018,68,059818
201934243H,2019,73,068809
201826732H,2018,62,048580
201913966R,2019,85,650102
201804689E,2018,62,486015
201922575C,2019,59,228149
53398150J,2019,71,658738
53395984E,2019,70,680307
201829621Z,2018,70,079024
201736683D,2017,74,658078
201729903R,2017,46,140021
T17LL2400B,2017,46,573969
201842676Z,2018,68,079024
201719511K,2017,46,179094
201932948M,2019,70,737711
201823629H,2018,64,068807
201823631N,2018,46,068807
201712053R,2017,62,547922
201939996H,2019,71,349482
201936530Z,2019,68,079903
53369668B,2017,85,120724
201817547E,2018,46,347807
201708908W,2017,46,347807
53375066X,2017,85,460026
201805292Z,2018,70,454852
201931812W,2019,56,058357
201802041G,2018,46,737854
53374122W,2017,63,648742
201831839R,2018,46,218293
201931895M,2019,46,051531
201724466K,2017,66,577185
201936683K,2019,70,079903
53375976E,2018,85,555983
201805425M,2018,64,098632
201824094M,2018,62,098632
201806395D,2018,62,098632
201828509K,2018,46,521167
201938368H,2019,63,059413
201933979W,2019,64,118520
201933963Z,2019,64,118520
201933969E,2019,64,118520
201933992G,2019,64,118520
53407011J,2019,10,288435
201928559W,2019,71,824109
201829497E,2018,46,117439
201934016N,2019,74,308900
201910032N,2019,28,415875
201823217R,2018,46,051531
201919577Z,2019,71,119844
201701214K,2017,47,059223
T19LL1182C,2019,85,038987
T18LL0787K,2018,85,650273
201931963G,2019,62,068898
201935517N,2019,10,207641
201921882H,2019,46,409051
201736759E,2017,63,088443
201816081C,2018,73,139951
53406533C,2019,73,768427
201921291D,2019,62,308926
201705430G,2017,64,459904
201714870W,2017,66,536209
53383767K,2018,85,570119
53379279K,2018,62,416851
201726714C,2017,63,460214
201731301N,2017,64,069534
201818645N,2018,70,169876
201705862E,2017,69,569880
201910600C,2019,85,051531
201800510W,2018,46,079903
201905863D,2019,96,059818
53395859L,2019,47,530580
53405665B,2019,47,288871
201708040K,2017,63,098829
201824656K,2018,74,159351
201713156Z,2017,82,729491
53385237D,2018,70,573969
201914405M,2019,81,627564
201724181W,2017,85,757022
201815043R,2018,46,189721
201837262H,2018,41,339564
201731840G,2017,56,409051
53357359M,2017,46,382008
201823176G,2018,46,189721
53363134C,2017,85,537846
201929991R,2019,56,207903
201720035W,2017,71,408868
201826727K,2018,70,179803
201801451C,2018,62,048624
201913990H,2019,70,339914
201910715D,2019,85,109688
201903224D,2019,47,530242
201934668G,2019,62,079903
201907605M,2019,70,079903
201809048W,2018,46,050336
T17LL1935E,2017,85,570261
201942098D,2019,70,410640
53405211L,2019,68,828715
T17LL1647G,2017,85,520860
201707062C,2017,66,575728
201934759Z,2019,74,068914
201818488H,2018,63,199591
201937515E,2019,62,608526
201729820N,2017,85,048619
201735958G,2017,85,079903
201720119K,2017,62,409015
201929720G,2019,62,238881
201839889K,2018,82,179803
201823951D,2018,46,569642
201921310E,2019,74,486790
201926071K,2019,70,658065
201941710Z,2019,56,049513
201814177R,2018,30,535677
201839971E,2018,46,048543
201705129H,2017,64,238854
T19LL0010E,2019,78,573969
201914506W,2019,09,397999
201736623G,2017,85,460209
201802751C,2018,62,608526
201831402D,2018,85,540145
53367543W,2017,70,824289
53392463D,2019,63,670650
201824357W,2018,46,408705
53406603L,2019,70,750315
201725639K,2017,43,486132
201918695C,2019,93,048424
53407184L,2019,96,141047
201916247H,2019,46,308900
201826047N,2018,56,179098
53358152D,2017,70,821622
201841465K,2018,62,049513
201820030G,2018,70,051531
201714061Z,2017,46,329141
201925542Z,2019,70,068804
53396679E,2019,88,689882
201818429D,2018,73,576151
201713175N,2017,73,238999
201721537H,2017,46,069533
201823145W,2018,59,540193
201937469W,2019,64,139951
53371233E,2017,47,319579
201827709D,2018,46,049482
201823342N,2018,86,428778
201902877K,2019,46,367995
201922237H,2019,35,048616
53386463A,2018,74,737855
201712783R,2017,42,543315
201838417E,2018,62,199588
201730217C,2017,46,409051
201924319M,2019,46,180261
201942399W,2019,63,049422
201728585E,2017,46,179803
201809661N,2018,62,189352
201736474M,2017,50,058727
201831270C,2018,62,189352
201839170W,2018,62,079903
201919183K,2019,70,199591
201910454Z,2019,71,102078
53384307C,2018,74,518215
201722564K,2017,74,737854
201802723E,2018,01,069534
201708011D,2017,41,059405
53383397C,2018,90,416601
201917098K,2019,96,429979
201725960N,2017,64,208882
201927192W,2019,63,049422
201827593D,2018,64,189767
53405952W,2019,74,520868
53359323M,2017,49,513525
201828694E,2018,95,792412
201730505K,2017,64,761318
53402562E,2019,81,670275
201912467W,2019,56,269032
53379783K,2018,93,408868
53400747C,2019,14,640470
201722817D,2017,46,648305
201815376K,2018,70,038988
201827049M,2018,70,068914
201803179D,2018,41,369610
201719613G,2017,58,059819
201805327Z,2018,71,218636
53404742D,2019,47,370028
201923081N,2019,43,506869
201901725N,2019,46,757047
201820901K,2018,50,576151
201821547E,2018,46,569764
201909761M,2019,01,609162
53396524A,2019,47,528594
201815414G,2018,56,049851
201828911N,2018,81,670526
53361988B,2017,46,753356
53364960M,2017,71,360007
201943416N,2019,41,737856
53378649E,2018,47,160046
201706603G,2017,55,338763
53380673M,2018,85,640488
53384219X,2018,43,199738
201931460C,2019,62,048619
53374633K,2017,46,530950
201833103D,2018,46,730807
T17LL0840D,2017,70,807021
201917005D,2019,46,569764
T18LL0478F,2018,43,652296
201703695N,2017,64,179803
201801236C,2018,56,079903
201933258Z,2019,46,536209
201901912W,2019,47,409051
201723030M,2017,70,079903
201709229H,2017,70,737943
201716668R,2017,46,569880
201909897K,2019,70,739016
53374237D,2017,46,159971
201722064W,2017,16,536208
53367544L,2017,81,417800
201712050D,2017,82,149596
53372329M,2017,47,248727
53364911X,2017,86,319402
201931254D,2019,62,018981
53392343C,2019,47,358455
53369062E,2017,93,640922
201920689Z,2019,93,217664
201707624Z,2017,46,540236
201934663M,2019,64,179433
201917996Z,2019,46,730308
201839883E,2018,68,555859
201832283D,2018,64,068898
201711962M,2017,46,751121
53406827L,2019,55,599629
201818109N,2018,38,408729
201827676E,2018,64,189767
T17LL1130J,2017,56,465558
201814326K,2018,93,408868
53373103L,2017,73,530634
201725118C,2017,68,166022
53405439X,2019,47,332038
201932340W,2019,36,068637
201938103H,2019,46,068914
201902292N,2019,85,469298
201800097D,2018,59,427881
201737270R,2017,82,560438
201808398H,2018,52,218076
53364538K,2017,49,140019
53367398D,2017,96,598332
201832444M,2018,47,640912
201811423D,2018,46,189721
53393363C,2019,47,654289
T18LL1922F,2018,77,648322
201734026Z,2017,70,048621
53363237D,2017,53,400411
201913913Z,2019,85,311141
201814191R,2018,64,179435
201814195Z,2018,64,179435
201814197C,2018,64,179435
201713028H,2017,95,128381
201717841Z,2017,49,470135
201813920R,2018,70,098450
53396747C,2019,49,079903
53381590L,2018,74,797475
201818694G,2018,46,347788
201706111E,2017,47,573969
T18LL1951C,2018,85,038987
53376400M,2018,49,751129
53396608J,2019,47,239924
201919773E,2019,85,368059
201800308D,2018,46,079903
201828286R,2018,64,098632
201931725H,2019,62,049317
201918603E,2019,71,539870
201711816W,2017,47,238863
201825228M,2018,68,577178
201836794E,2018,71,049712
53390344X,2018,62,730025
201716558H,2017,47,498823
53371398J,2017,63,119150
53382345E,2018,47,079903
53403289C,2019,47,510519
201909969H,2019,70,188778
201907004N,2019,47,409572
201809612C,2018,47,408868
